corpus,chunk1,chunk2
közöljük,köz,öljük
vendégházban,vendég,házban
rózsaszínt,rózsa,színt
bármeddig,bár,meddig
nevelem,ne,velem
nevelem,nevel,em
szívrohamom,szívroham,om
életbevágó,életbe,vágó
szárnyán,szárny,án
szünetnek,szünet,nek
labdákat,labdák,at
ízekre,ízek,re
napból,nap,ból
építettél,épít,ettél
építettél,épített,él
fülkét,fül,két
áldásomat,áldásom,at
kocsidba,kocsid,ba
asztalos,asztal,os
számnak,szám,nak
naina,nai,na
helyszínek,hely,színek
kérheted,kér,heted
kérheted,kérhet,ed
vékonyak,vékony,ak
évszázadokkal,évszázad,okkal
évszázadokkal,évszázadok,kal
connelly,con,nelly
kórteremben,kór,teremben
menetrendet,menet,rendet
menetrendet,menetrend,et
pakli,pak,li
engedne,enged,ne
főhadiszállásra,főhadiszállás,ra
iskolákban,iskolák,ban
lapjait,lapja,it
egyikükkel,egyikük,kel
utánajártam,utána,jártam
polgárjogi,polgár,jogi
városszerte,város,szerte
toro,to,ro
bujkálnak,bujkál,nak
lakáshoz,lakás,hoz
alone,al,one
edzővel,edző,vel
másom,más,om
párbajt,pár,bajt
áruljuk,árulj,uk
vacsorának,vacsorán,ak
zuhanok,zuhan,ok
tiédre,tiéd,re
dúlva,dúl,va
bombabiztos,bomba,biztos
baron,ba,ron
baron,bar,on
gyógyszertárba,gyógyszertár,ba
újoncot,újonc,ot
manipulálja,manipulál,ja
vártnál,várt,nál
félelemből,félelem,ből
jegyzeteimet,jegyzetei,met
hölgyre,hölgy,re
életünkre,életünk,re
lányomtól,lányom,tól
fenntartom,fenn,tartom
divatot,divat,ot
okoztad,okoz,tad
hazamennék,haza,mennék
ivással,ivás,sal
johannes,johann,es
mindkettővel,mind,kettővel
mindkettővel,mindkettő,vel
without,with,out
tengerészetnél,tengerészet,nél
cserbenhagyni,cserben,hagyni
birodalomnak,birodalom,nak
perecet,per,ecet
perecet,perec,et
említem,említ,em
vérvizsgálatot,vér,vizsgálatot
vérvizsgálatot,vérvizsgálat,ot
nagyid,nagy,id
lázam,láz,am
titkaim,titka,im
földem,föld,em
részegnek,részeg,nek
együttműködnek,együtt,működnek
sütivel,süti,vel
öved,öv,ed
féláron,fél,áron
forrester,forrest,er
voltaképp,voltak,épp
profin,pro,fin
profin,prof,in
szórt,szó,rt
d.b.,d.,b.
lábakon,lábak,on
carlito,carl,ito
engedhette,engedhet,te
mókamester,móka,mester
birdie,bird,ie
mérföldkő,mérföld,kő
rehabon,rehab,on
törzsnek,törzs,nek
ragadnak,ragad,nak
annyiba,annyi,ba
adókat,adó,kat
adókat,adók,at
történ,tört,én
élné,él,né
linket,lin,ket
linket,link,et
századosnak,százados,nak
villámgyorsan,villám,gyorsan
villámgyorsan,villámgyors,an
rendszerünket,rendszerünk,et
verj,ve,rj
nézőknek,nézők,nek
gyógyszertárban,gyógyszert,árban
gyógyszertárban,gyógyszertár,ban
mérje,mér,je
szólhatott,szól,hatott
szólhatott,szólhat,ott
hajvágás,haj,vágás
ordított,ordít,ott
aprópénz,apró,pénz
külvilágtól,külvilág,tól
életünknek,életünk,nek
várhatom,várhat,om
fayed,fay,ed
musicalt,music,alt
várban,vár,ban
tartozásom,tartozás,om
hozzáfűznivalója,hozzáfűzni,valója
hangár,hang,ár
boros,bor,os
pózban,póz,ban
lányomhoz,lányom,hoz
rohantál,rohan,tál
rohantál,rohant,ál
ahonnét,ah,onnét
ahmad,ah,mad
ahmad,ahm,ad
dugóban,dugó,ban
ügyekről,ügyek,ről
lóerő,ló,erő
emberes,ember,es
jelszava,jel,szava
bocsátva,bocsát,va
incidensről,incidens,ről
emlősök,emlős,ök
mosolyogtál,mosolyog,tál
grantham,grant,ham
vehette,vehet,te
ingemet,inge,met
ingemet,ingem,et
születésnapodra,születésnapod,ra
álmodnak,álmod,nak
lakótársak,lakó,társak
lakótársak,lakótárs,ak
mindannak,mind,annak
hívásomra,hívásom,ra
kávéhoz,kávé,hoz
fordulhatok,fordulhat,ok
határoztam,határoz,tam
dühödet,dühöd,et
lépésnél,lépés,nél
mentették,men,tették
mentették,ment,ették
gazdatest,gazda,test
nekimentem,neki,mentem
nekimentem,nekiment,em
olivert,olive,rt
integet,int,eget
vonzóbb,vonzó,bb
láncokat,láncok,at
szempár,szem,pár
alacsonyak,alacsony,ak
helyünkön,helyünk,ön
északiak,északi,ak
howell,ho,well
kanako,kana,ko
éberen,éber,en
harrynek,harry,nek
rizses,rizs,es
indiánokat,indiánok,at
tanácsára,tanács,ára
testőröm,testőr,öm
zola,zo,la
partizánok,partizán,ok
részein,része,in
indítja,indít,ja
lépcsőház,lépcső,ház
hazugságon,hazugság,on
töröljék,tör,öljék
hősiesen,hősies,en
szívom,szív,om
imádtak,imád,tak
sajnálat,sajnál,at
árok,ár,ok
bowen,bo,wen
számlám,szám,lám
részletesebben,részletes,ebben
szorítja,szorít,ja
futva,fut,va
olybá,oly,bá
módszereim,módszere,im
polcra,polc,ra
zseblámpa,zseb,lámpa
szemen,sze,men
szemen,szem,en
fenekemet,feneke,met
fenekemet,fenekem,et
nézet,néz,et
maradnának,mar,adnának
hálószobámban,háló,szobámban
hálószobámban,hálószobám,ban
tojó,to,jó
értékeit,értéke,it
hazamennek,haza,mennek
fájhatott,fáj,hatott
fájhatott,fájhat,ott
laptopom,laptop,om
vadonba,vadon,ba
áruljam,árul,jam
áruljam,árulj,am
gyűjteményem,gyűjtemény,em
álomvilágban,álom,világban
lóerős,ló,erős
programból,program,ból
utasítsa,utasít,sa
vagon,va,gon
aranyban,arany,ban
sírjak,sírj,ak
gyújtsuk,gyújt,suk
gyújtsuk,gyújts,uk
mostohaapja,mostoha,apja
keletnek,kelet,nek
laverne,la,verne
utalhat,utal,hat
vitatom,vita,tom
lovagot,lova,got
lovagot,lovag,ot
káoszba,káosz,ba
továbblépünk,tovább,lépünk
technikákat,technikák,at
fogjanak,fogja,nak
barackot,barack,ot
baromnak,barom,nak
szettet,szett,et
javítottam,javított,am
shauna,sha,una
képpen,kép,pen
inside,in,side
netről,net,ről
neon,ne,on
miegymás,mi,egymás
hívtok,hív,tok
szalaggal,szalag,gal
jelnek,jel,nek
képviselte,kép,viselte
képviselte,képvisel,te
lise,li,se
igazságtalanságot,igazságtalanság,ot
résztvevők,részt,vevők
programon,program,on
kettőből,kettő,ből
sorsomat,sorsom,at
sávban,sáv,ban
őrizte,őriz,te
alsógatyában,alsó,gatyában
hasonlóképp,hasonlók,épp
londo,lon,do
melegséget,melegség,et
tedet,ted,et
szívemen,szíve,men
szívemen,szívem,en
gurult,guru,lt
ajtókon,ajtók,on
bízzál,bízz,ál
jancsi,jan,csi
kapnának,kapná,nak
riko,ri,ko
bolygókat,bolygó,kat
bolygókat,bolygók,at
kettőtöket,kettőt,öket
kettőtöket,kettőtök,et
hatvanas,hatvan,as
tanítványai,tanítvány,ai
rózsaszínű,rózsa,színű
pontom,pont,om
űrállomás,űr,állomás
nicholson,nichols,on
szándékot,szándék,ot
borsot,bors,ot
többszáz,több,száz
lábammal,lábam,mal
ködöt,köd,öt
vérnyomást,vér,nyomást
reménykedve,remény,kedve
sérültem,sérült,em
tűzfal,tűz,fal
kefélt,ke,félt
harcművészet,harc,művészet
iratai,ira,tai
iratai,irat,ai
jelmezeket,jelmezek,et
duda,du,da
pénztárcát,pénz,tárcát
lopd,lo,pd
maxim,max,im
tömegből,tömeg,ből
bankrabló,bank,rabló
monsanto,mon,santo
landolni,landol,ni
gyermekeinket,gyermekeink,et
órákba,órák,ba
castor,cas,tor
fedni,fed,ni
mani,ma,ni
alapítványnak,alapítvány,nak
egészségre,egészség,re
távozhatnak,távozhat,nak
kopogott,kopog,ott
jegygyűrű,jegy,gyűrű
akármire,akár,mire
akármire,akármi,re
napomon,napom,on
érdemelni,érd,emelni
érdemelni,érdemel,ni
holder,hol,der
holder,hold,er
centtel,cent,tel
információkhoz,információk,hoz
élményem,élmény,em
csütörtökre,csütörtök,re
csávónak,csávó,nak
solo,so,lo
lőjem,lő,jem
lőjem,lőj,em
csoportokat,csoportok,at
abbahagynátok,abba,hagynátok
abbahagynátok,abbahagyná,tok
hazahozott,haza,hozott
bábok,bá,bok
bábok,báb,ok
kampányban,kampány,ban
érdemelted,érdemel,ted
érdemelted,érdemelt,ed
sera,se,ra
dobozra,doboz,ra
költők,költ,ők
lábnyomokat,láb,nyomokat
lábnyomokat,lábnyomok,at
változtathatok,változtathat,ok
érzésre,érzés,re
harcom,harc,om
füleim,füle,im
selejtes,selejt,es
hitelkártyával,hitel,kártyával
együttérzek,együtt,érzek
mélységes,mélység,es
édesanya,édes,anya
sziklákat,sziklák,at
hazaküldtem,haza,küldtem
állad,áll,ad
walton,walt,on
héttől,hét,től
törtető,tör,tető
csodákban,csodák,ban
jimmel,jim,mel
hölgyeké,hölgye,ké
szertartásra,szertartás,ra
kota,ko,ta
vérnyom,vér,nyom
srácokra,srác,okra
srácokra,srácok,ra
társasággal,társaság,gal
ujjakat,ujja,kat
ujjakat,ujjak,at
szelepet,szele,pet
szelepet,szelep,et
cherie,cher,ie
pasimmal,pasim,mal
csónakkal,csónak,kal
osztottam,osztott,am
varázsereje,varázs,ereje
hadseregnél,hadsereg,nél
lángokat,lángok,at
hívattál,hívat,tál
tüzelt,tüze,lt
lövöldözésről,lövöldözés,ről
boldogulnak,boldogul,nak
szabadnap,szabad,nap
parancsuk,parancs,uk
rendezőt,rendez,őt
olvasnia,olvas,nia
tomorrow,to,morrow
helyszínelőket,helyszínelő,ket
helyszínelőket,helyszínelők,et
lángész,láng,ész
jelképez,jel,képez
jelképez,jelkép,ez
emberrablást,ember,rablást
kézirat,kéz,irat
kézirat,kézi,rat
hitre,hit,re
victory,vic,tory
szörnyekkel,szörnyek,kel
kívánjon,kíván,jon
kívánjon,kívánj,on
vaskos,vas,kos
válaszokra,válasz,okra
válaszokra,válaszok,ra
kínálat,kínál,at
kísértetet,kísért,etet
kísértetet,kísértet,et
rablások,rablás,ok
oksa,ok,sa
sajnálatot,sajnálat,ot
hírnévre,hír,névre
hírnévre,hírnév,re
millióhoz,millió,hoz
dios,di,os
hillsben,hill,sben
állásban,állás,ban
zúgott,zúg,ott
taft,ta,ft
égről,ég,ről
esélyeit,esélye,it
olajban,olaj,ban
észrevennéd,észre,vennéd
kettőig,kettő,ig
fenéken,fenék,en
harcművészeti,harc,művészeti
országgal,ország,gal
szalagok,szalag,ok
mobilról,mobil,ról
rajongóim,rajongó,im
fogynak,fogy,nak
fotózásra,fotózás,ra
vezérkar,vezér,kar
hagyományosan,hagyomány,osan
hagyományosan,hagyományos,an
hawking,hawk,ing
vadásztam,vadász,tam
vadásztam,vadászt,am
gyomromban,gyomrom,ban
grekasubs,greka,subs
szabaduljak,szabadulj,ak
rátermett,rá,termett
adamnek,adam,nek
tetemet,tetem,et
katara,ka,tara
katara,kat,ara
sültkrumplit,sült,krumplit
rémültnek,rémült,nek
rumli,rum,li
járda,jár,da
álmainkat,álmaink,at
ügynökre,ügynök,re
ugrálnak,ugrál,nak
g.i.,g.,i.
virága,vir,ága
hátizsákot,hátizsák,ot
magunkért,magunk,ért
gyöngyök,gyöngy,ök
galambokat,galambok,at
lyukból,lyuk,ból
ismerheti,ismer,heti
bársonyos,bársony,os
árverésre,árverés,re
gyönyörűbb,gyönyörű,bb
érdekelheti,érdekel,heti
boltokban,boltok,ban
kesztyűket,kesztyű,ket
kesztyűket,kesztyűk,et
tiszteket,tisztek,et
tennivalóm,tenni,valóm
testmozgás,test,mozgás
gyerekeidnek,gyerekeid,nek
ölheti,öl,heti
közmondás,köz,mondás
rablásban,rablás,ban
biztonságuk,biztonság,uk
cambridge,cam,bridge
repülőjegy,repülő,jegy
forrásokat,források,at
vallana,val,lana
vallana,vall,ana
roderic,rod,eric
hivatásom,hivatás,om
párbeszédet,párbeszéd,et
vetkőzzön,vetkőzz,ön
rendbehozni,rendbe,hozni
anand,an,and
tárgyalásról,tárgyalás,ról
vártatok,várta,tok
szabadságomat,szabadságom,at
fűre,fű,re
külvilággal,külvilág,gal
angolna,angol,na
veszted,vesz,ted
hazugságnak,hazugság,nak
kutyádat,kutyád,at
húsa,hú,sa
aknákat,aknák,at
lépéseit,lépése,it
sérültet,sérült,et
malia,ma,lia
kínálnak,kínál,nak
gyerekemnek,gyerekem,nek
fogadót,fog,adót
őröknek,őrök,nek
lopással,lopás,sal
susanna,susan,na
gotta,got,ta
orvostól,orvos,tól
számukat,számuk,at
sültet,sült,et
vagyonos,vagyon,os
tetteim,tette,im
eteted,etet,ed
úttal,út,tal
gilroy,gil,roy
férjjel,férj,jel
félretenni,félre,tenni
maximumra,maximum,ra
foguk,fog,uk
illatok,illat,ok
gazdagoknak,gazdagok,nak
szembenézek,szembe,nézek
szarokat,szarok,at
bohócnak,bohóc,nak
árulásért,árulás,ért
vizekre,vizek,re
tegnapra,tegnap,ra
gyermekkorom,gyermek,korom
tanácsadók,tanács,adók
köszönjön,köszön,jön
köszönjön,köszönj,ön
járkálnak,járkál,nak
abbahagyják,abba,hagyják
délutánon,délután,on
avalon,ava,lon
sürgetni,sürget,ni
villámot,villám,ot
everest,ever,est
szomjasak,szomjas,ak
akciónak,akció,nak
amor,am,or
diákokkal,diák,okkal
diákokkal,diákok,kal
hároméves,három,éves
kérdezzenek,kérdezze,nek
keisha,kei,sha
páva,pá,va
dollárból,dollár,ból
szellemei,szellem,ei
szörnyűbb,szörnyű,bb
érzésekkel,érzések,kel
áramkörök,áramkör,ök
mindegyike,mind,egyike
mindegyike,mindegy,ike
tagadhatja,tag,adhatja
munkaügyben,munka,ügyben
rátalál,rá,talál
csendesek,csend,esek
kalandjai,kaland,jai
másodikra,második,ra
kölcsönkérni,kölcsön,kérni
élőnek,élő,nek
esélyeim,esélye,im
férfiban,férfi,ban
hullócsillag,hulló,csillag
viva,vi,va
kezeiddel,kezeid,del
rászállt,rá,szállt
szüleimtől,szüleim,től
fickóban,fickó,ban
fegyverekhez,fegyverek,hez
alelnököt,alelnök,öt
kádat,kád,at
űrlények,űr,lények
teljesítetted,teljesít,etted
teljesítetted,teljesített,ed
egyenruhám,egyen,ruhám
ámde,ám,de
férfiért,férfi,ért
férfiért,férfié,rt
gimit,gi,mit
gimit,gim,it
richarddal,richard,dal
alanyok,alany,ok
életkor,élet,kor
nemű,ne,mű
same,sa,me
drogra,drog,ra
egykorú,egy,korú
karban,kar,ban
állásodat,állásod,at
tolvajokat,tolvajok,at
álljuk,állj,uk
percekkel,percek,kel
romjai,rom,jai
agyas,agy,as
frissnek,friss,nek
nyelvedre,nyelve,dre
nyelvedre,nyelved,re
utakra,utak,ra
konzervet,konzerv,et
terheli,terhe,li
farkaséhes,farkas,éhes
tekintsen,tekint,sen
tekintsen,tekints,en
faház,fa,ház
tanúval,tanú,val
martinnak,martin,nak
kompon,komp,on
időszakában,idő,szakában
fejnek,fej,nek
középpontja,közép,pontja
derüljön,der,üljön
derüljön,derül,jön
mayko,may,ko
mélytengeri,mély,tengeri
házimat,házim,at
boldogak,boldog,ak
gyönyörűséges,gyönyörűség,es
taylornak,taylor,nak
forgatja,forgat,ja
néhányunknak,néhányunk,nak
kukacok,kukac,ok
üzlettársam,üzlet,társam
üzlettársam,üzlettárs,am
kórházzal,kór,házzal
égették,ég,ették
popeye,pop,eye
popeye,pope,ye
hálószobája,háló,szobája
zsarolta,zsarol,ta
taro,ta,ro
vírusok,vírus,ok
charmaine,char,maine
történelemből,történelem,ből
parkon,park,on
csomagtartó,csomag,tartó
fiat,fi,at
wolfram,wolf,ram
teherautóban,teher,autóban
teherautóban,teherautó,ban
i.e.,i.,e.
tűzeset,tűz,eset
logikusnak,logikus,nak
hitelkártyám,hitel,kártyám
öregedés,öreged,és
kanadaiak,kanadai,ak
amulettet,amulett,et
udvarán,udvar,án
kormányom,kormány,om
vacsoraidő,vacsora,idő
rájöjj,rá,jöjj
évtizedekig,évtizedek,ig
donnell,don,nell
cigiért,cigi,ért
gregson,greg,son
járva,jár,va
kass,ka,ss
tűzharc,tűz,harc
marti,mar,ti
maszkban,maszk,ban
képén,kép,én
cégeket,cége,ket
cégeket,cégek,et
trollok,troll,ok
gyönyörűnek,gyönyörű,nek
tanultok,tanul,tok
tanultok,tanult,ok
mellékhatásai,mellékhatás,ai
ujjlenyomataival,ujjlenyomatai,val
savi,sa,vi
ahoz,ah,oz
motelt,mo,telt
ando,an,do
szénsavas,szén,savas
mikulásnak,mikulás,nak
alkotja,alkot,ja
szolgáltat,szolgált,at
nikola,niko,la
seggfejjel,segg,fejjel
seggfejjel,seggfej,jel
meteorit,meteor,it
erkélyre,erkély,re
fordulópont,forduló,pont
pihennek,pihen,nek
papucsot,papucs,ot
kettőnél,kettő,nél
testrészek,test,részek
hajtás,hajt,ás
carternek,carter,nek
haiti,hai,ti
rendszerem,rendszer,em
férjedül,férjed,ül
pánikra,pánik,ra
szegte,szeg,te
whitmore,whit,more
fedezet,fedez,et
ügyvédekkel,ügyvédek,kel
hangomra,hangom,ra
karomba,ka,romba
karomba,karom,ba
várhatott,vár,hatott
várhatott,várhat,ott
nagyihoz,nagyi,hoz
vidámparkban,vidám,parkban
vidámparkban,vidámpark,ban
kutatja,kutat,ja
biztosítson,biztosít,son
nőből,nő,ből
justint,just,int
milliomosok,milliomos,ok
szeméttelepen,szemét,telepen
szeméttelepen,szeméttelep,en
változtatom,változtat,om
drámaian,dráma,ian
drámaian,drámai,an
tova,to,va
célunkat,célunk,at
sorozatból,sorozat,ból
választana,választ,ana
bőrön,bőr,ön
boszorkánynak,boszorkány,nak
álmaiban,álmai,ban
pinot,pi,not
pinot,pin,ot
székkel,szék,kel
mindegyikre,mind,egyikre
mindegyikre,mindegyik,re
carole,car,ole
ericnek,eric,nek
szerveznek,szervez,nek
hozzad,hozz,ad
gyászolja,gyászol,ja
szemének,szem,ének
holmid,hol,mid
többinél,többi,nél
harmadfokú,harmad,fokú
szeressék,szer,essék
vendégeinket,vendégeink,et
teremtették,terem,tették
teremtették,teremt,ették
aktatáska,akta,táska
kódex,kód,ex
valagad,valag,ad
mocskosak,mocskos,ak
gyógyulnak,gyógyul,nak
tudománynak,tudomány,nak
rádiója,rádió,ja
sebre,seb,re
marcello,marcel,lo
underground,under,ground
hibásan,hibás,an
fedezéket,fedez,éket
fedezéket,fedezék,et
évfordulónkra,évfordulónk,ra
nobody,no,body
ássa,ás,sa
főkapitány,fő,kapitány
hangulatos,hangulat,os
kérné,kér,né
fejünkre,fejünk,re
szótár,szó,tár
szótár,szót,ár
szállítok,szállít,ok
írhat,ír,hat
falból,fal,ból
oroszországot,orosz,országot
oroszországot,oroszország,ot
fognia,fog,nia
cégen,cég,en
maradi,mar,adi
maradi,mara,di
hozzáértem,hozzá,értem
hozzáértem,hozzáért,em
neveztelek,nevez,telek
főnökasszony,főnök,asszony
helyezve,helyez,ve
kérésemet,kérése,met
kérésemet,kérésem,et
inspirál,in,spirál
unokatesód,unoka,tesód
samar,sa,mar
bába,bá,ba
kopár,ko,pár
emlékének,emlék,ének
baklövés,bak,lövés
maximumot,maximum,ot
alakokkal,alak,okkal
alakokkal,alakok,kal
margene,mar,gene
margene,marge,ne
nikotin,niko,tin
csapok,csap,ok
hajtom,haj,tom
hajtom,hajt,om
közbelépett,közbe,lépett
fogjak,fogj,ak
sivatagot,sivatag,ot
önpusztító,ön,pusztító
fogamat,fogam,at
öngyilkossága,ön,gyilkossága
lapd,la,pd
lányban,lány,ban
gyakorlatok,gyakorlat,ok
véreb,vér,eb
feeling,feel,ing
milánóban,milánó,ban
szándékaid,szándéka,id
nevemmel,nevem,mel
győzöl,győz,öl
emberevő,ember,evő
roncsok,roncs,ok
akadtál,ak,adtál
akadtál,akad,tál
akadtál,akadt,ál
próbatétel,próba,tétel
csokival,csoki,val
ballal,ball,al
vizsgálattal,vizsgálat,tal
utcákra,utcák,ra
dolgairól,dolgai,ról
végezne,végez,ne
műsorunkat,műsorunk,at
munkaidős,munka,idős
üzlettárs,üzlet,társ
aramis,aram,is
csókolja,csókol,ja
hangjukat,hangjuk,at
éppoly,épp,oly
showtime,show,time
segítségeddel,segítséged,del
orrot,orr,ot
haas,ha,as
zavarbaejtő,zavarba,ejtő
ébredtél,ébred,tél
ébredtél,ébredt,él
élhetne,élhet,ne
vágyai,vágy,ai
támadója,támadó,ja
birtoklásért,birtoklás,ért
vasárnapra,vasárnap,ra
méltóak,méltó,ak
függők,függ,ők
tettre,tett,re
unokaöcsémet,unoka,öcsémet
unokaöcsémet,unokaöcsém,et
munkahelyemre,munka,helyemre
munkahelyemre,munkahelyem,re
orvosit,orvos,it
jelentél,jelen,tél
jelentél,jelent,él
javítson,javít,son
javítson,javíts,on
hívei,hív,ei
porban,por,ban
parkman,park,man
tanulhat,tanul,hat
ijedtem,ijedt,em
fület,fül,et
szakállad,szakáll,ad
haragod,hara,god
reggelije,reggeli,je
carlost,car,lost
carlost,carlo,st
szülinapodon,szülinapod,on
helikopterre,helikopter,re
aida,ai,da
fickónál,fickó,nál
fickónál,fickón,ál
mori,mo,ri
bizottsággal,bizottság,gal
sore,so,re
vezetéknevem,vezeték,nevem
sunshine,sun,shine
ássuk,ás,suk
ássuk,áss,uk
kannibálok,kannibál,ok
rena,re,na
hölgytől,hölgy,től
következményekre,következmények,re
parancsai,parancs,ai
narancsos,narancs,os
élvezné,élvez,né
bankkártya,bank,kártya
talpraesett,talpra,esett
szorosra,szoros,ra
függönyök,függöny,ök
tervedet,terved,et
vesztét,vesz,tét
mondhatna,mondhat,na
shah,sh,ah
hatig,hat,ig
országra,ország,ra
péniszed,pénisz,ed
koldusok,koldus,ok
parkolok,parkol,ok
lovagjai,lovag,jai
karanténban,karantén,ban
kockáztattad,kockáztat,tad
bukjon,bukj,on
simonnak,simon,nak
szolgálatait,szolgálata,it
nagyszüleim,nagy,szüleim
csarnokban,csarnok,ban
lapokban,lapok,ban
templeton,temple,ton
pörögve,pörög,ve
sorozatszám,sorozat,szám
réteget,réteg,et
vevőket,vevő,ket
vevőket,vevők,et
türelmemet,türelme,met
türelmemet,türelmem,et
eseményekre,események,re
munkádra,munkád,ra
lógtok,lóg,tok
abortuszra,abortusz,ra
változzon,változz,on
találkozgatni,találkozgat,ni
olyanért,olyan,ért
szabadidő,szabad,idő
költöttél,költött,él
bingham,bing,ham
kente,ken,te
színészeket,színészek,et
hangulatba,hangulat,ba
pályaudvaron,pálya,udvaron
pályaudvaron,pályaudvar,on
hajadban,hajad,ban
üzeneteit,üzenete,it
denis,den,is
szívemhez,szívem,hez
mariah,mari,ah
üzenetrögzítő,üzenet,rögzítő
másiktól,másik,tól
csapatommal,csapatom,mal
hűen,hű,en
lali,la,li
tanév,ta,név
tanév,tan,év
dove,do,ve
lima,li,ma
szellemektől,szellemek,től
utadra,utad,ra
bizonyítottam,bizonyított,am
fajnak,faj,nak
fennmaradt,fenn,maradt
pólómat,pólóm,at
orgia,or,gia
piára,pi,ára
fémes,fém,es
ingedet,inged,et
masszázsra,masszázs,ra
világháborús,világ,háborús
vallomásokat,vallomások,at
vezetésre,vezetés,re
írnál,ír,nál
hitüket,hitük,et
színen,szín,en
melóba,meló,ba
valószínűnek,valószínű,nek
lilynek,lily,nek
búvárok,bú,várok
búvárok,búvár,ok
műtéteket,mű,téteket
műtéteket,műtéte,ket
műtéteket,műtétek,et
nyaralásra,nyaralás,ra
aisha,ai,sha
országúti,ország,úti
rágondolok,rá,gondolok
békebíró,béke,bíró
egyesülnek,egyes,ülnek
egyesülnek,egyesül,nek
idiótákat,idióták,at
millióra,milli,óra
millióra,millió,ra
muti,mu,ti
audi,au,di
santi,san,ti
reggelivel,reggeli,vel
hadar,ha,dar
lakhatok,lakhat,ok
ikertestvérem,iker,testvérem
készülődj,készülő,dj
eret,er,et
döntésedet,döntésed,et
izgalmasan,izgalmas,an
házasságtörés,házasság,törés
építészet,építész,et
határtól,határ,tól
tölthetem,tölt,hetem
észrevettél,észre,vettél
észrevettél,észrevett,él
hozzányúlni,hozzá,nyúlni
amelyekre,amelyek,re
rászolgált,rá,szolgált
érzéseinket,érzéseink,et
biszexuális,bi,szexuális
tervrajzokat,terv,rajzokat
tervrajzokat,tervrajzok,at
csomagold,csomag,old
hajuk,haj,uk
bizalomról,bizalom,ról
házukba,házuk,ba
főtörzsőrmester,fő,törzsőrmester
főtörzsőrmester,főtörzs,őrmester
többire,többi,re
szememre,szemem,re
door,do,or
szorosabban,szoros,abban
szorosabban,szorosabb,an
akcióról,akció,ról
táncoljak,táncolj,ak
utánig,után,ig
államba,állam,ba
hagyományokat,hagyományok,at
főminiszter,fő,miniszter
számítások,számít,ások
dolgozókat,dolgozó,kat
dolgozókat,dolgozók,at
hozzáállást,hozzá,állást
pincérnőt,pincér,nőt
molina,mo,lina
alkoholmentes,alkohol,mentes
bűneim,bűne,im
chiaki,chi,aki
százak,száz,ak
épületre,épület,re
telepre,telep,re
kábítószeres,kábítószer,es
mivelhogy,mivel,hogy
hotdog,hot,dog
mártással,mártás,sal
lovagoltam,lovagol,tam
lovagoltam,lovagolt,am
rabjai,rab,jai
bajnokságra,bajnokság,ra
mylord,my,lord
fajtám,fajt,ám
gitáron,gitár,on
fuji,fu,ji
csapja,csap,ja
igazságosnak,igazságos,nak
marni,mar,ni
keresztülmentem,keresztül,mentem
keresztülmentem,keresztülment,em
bácsikámat,bácsikám,at
rájönnének,rá,jönnének
lőjjön,lőj,jön
lőjjön,lőjj,ön
csigát,csi,gát
vadat,vad,at
miniszterelnöknek,miniszterelnök,nek
alvilágban,al,világban
alvilágban,alvilág,ban
csodaországban,csoda,országban
családodban,családod,ban
üzemet,üzem,et
szervert,szer,vert
szervert,szerve,rt
gazdagon,gazda,gon
gazdagon,gazdag,on
jobbára,jobb,ára
jobbára,jobbá,ra
abbamaradt,abba,maradt
lábujjhegyen,lábujj,hegyen
hazaérni,haza,érni
hazaérni,hazaér,ni
kapcsoljam,kapcsol,jam
kapcsoljam,kapcsolj,am
fociról,foci,ról
takarítsa,takarít,sa
tanúvédelem,tanú,védelem
kérésed,kérés,ed
cserbenhagyott,cserben,hagyott
szobának,szobán,ak
győzelemnek,győzelem,nek
tone,to,ne
használjanak,használja,nak
műtőasztalon,műtő,asztalon
csekkold,csekk,old
néznének,nézné,nek
könnycsepp,könny,csepp
engedhetted,engedhet,ted
szombatonként,szombaton,ként
sikítok,sikít,ok
sajtókonferenciát,sajtó,konferenciát
kenya,ken,ya
kísérletért,kísérlet,ért
világosak,világos,ak
projektről,projekt,ről
vasam,va,sam
vasam,vas,am
szertartáson,szertartás,on
közre,köz,re
problémádat,problémád,at
golfpályán,golf,pályán
forrásunk,forr,ásunk
chicagoban,chicago,ban
darabon,darab,on
indítsuk,indít,suk
indítsuk,indíts,uk
egészségügy,egészség,ügy
izére,izé,re
keresné,keres,né
eszme,esz,me
létrejön,létre,jön
tudatban,tudat,ban
agyamon,agya,mon
agyamon,agyam,on
görcsöl,görcs,öl
találkozókat,találkozó,kat
találkozókat,találkozók,at
szórakoztatok,szórakoztat,ok
háttérből,háttér,ből
részesült,része,sült
kezelésen,kezelés,en
kapcsolatunkról,kapcsolatunk,ról
műveletek,mű,veletek
intézned,intéz,ned
majomnak,majom,nak
udvariasak,udvarias,ak
hazafiak,hazafi,ak
blogot,blog,ot
határoz,határ,oz
nyulakat,nyu,lakat
nyulakat,nyulak,at
osztogatni,osztogat,ni
üldözöm,üldöz,öm
képviselőnek,képviselő,nek
emlékekkel,emlékek,kel
szülőként,szülő,ként
metán,me,tán
metán,met,án
zárak,zár,ak
országomban,országom,ban
jótanács,jó,tanács
rajongott,rajong,ott
gyakornokot,gyakornok,ot
kínoznak,kínoz,nak
áldozatokról,áldozatok,ról
semelyik,se,melyik
father,fat,her
